filename,cloud_cover,clear_pixel_count_pt,count_orbit_pixels_pt,cloud_cover_pt
S2A_MSIL2A_20241104T112241_N0511_R037_T29SMD_20241104T153351,96.948242,---,---,---
S2A_MSIL2A_20241107T113311_N0511_R080_T29SMD_20241107T155805,70.563745,---,---,---
S2B_MSIL2A_20241109T112209_N0511_R037_T29SMD_20241109T140026,22.374326,35330342,42427020,17
S2B_MSIL2A_20241112T113309_N0511_R080_T29SMD_20241112T125135,0.785149,41039140,41040932,0
S2A_MSIL2A_20241114T112331_N0511_R037_T29SMD_20241114T153547,95.778114,---,---,---
S2A_MSIL2A_20241117T113351_N0511_R080_T29SMD_20241117T153345,36.631697,22621042,40950558,45
S2B_MSIL2A_20241119T112259_N0511_R037_T29SMD_20241119T124709,4.989414,27402921,42427020,35
S2B_MSIL2A_20241122T113319_N0511_R080_T29SMD_20241122T130354,61.753917,---,---,---
S2A_MSIL2A_20241124T112411_N0511_R037_T29SMD_20241124T152447,87.441862,---,---,---
S2A_MSIL2A_20241127T113421_N0511_R080_T29SMD_20241127T153950,12.077651,40880860,41218664,1
S2B_MSIL2A_20241129T112339_N0511_R037_T29SMD_20241129T124203,99.717367,---,---,---
S2A_MSIL2A_20241204T112441_N0511_R037_T29SMD_20241204T145548,32.371691,---,---,---
S2C_MSIL2A_20241204T113011_N0511_R037_T29SMD_20260606T023109,32.540372,---,---,---
S2A_MSIL2A_20241207T113451_N0511_R080_T29SMD_20241207T153850,67.816156,---,---,---
S2C_MSIL2A_20241207T113521_N0511_R080_T29SMD_20260609T052321,68.131787,---,---,---
S2B_MSIL2A_20241209T112359_N0511_R037_T29SMD_20241209T141025,10.200042,41100391,42427020,3
S2B_MSIL2A_20241212T113409_N0511_R080_T29SMD_20241212T142054,1.12515,39525290,40788028,3
S2A_MSIL2A_20241214T112501_N0511_R037_T29SMD_20241214T153453,79.307687,---,---,---
S2C_MSIL2A_20241214T112531_N9905_R037_T29SMD_20241214T130811,80.407304,---,---,---
S2A_MSIL2A_20241217T113501_N0511_R080_T29SMD_20241217T153051,25.23433,21544155,45260467,52
S2C_MSIL2A_20241217T113531_N0511_R080_T29SMD_20260413T183903,25.299132,21544155,45260467,52
S2B_MSIL2A_20241219T112409_N0511_R037_T29SMD_20241219T151427,28.923604,---,---,---
S2B_MSIL2A_20241222T113409_N0511_R080_T29SMD_20241222T152525,64.419168,33953556,40788068,17
S2A_MSIL2A_20241224T112501_N0511_R037_T29SMD_20241224T153355,0.004006,42426369,42427020,0
S2A_MSIL2A_20241227T113511_N0511_R080_T29SMD_20241227T153950,0.012522,40794536,40795272,0
S2B_MSIL2A_20241229T112409_N0511_R037_T29SMD_20241229T133929,0.003675,42426373,42427020,0
S2B_MSIL2A_20250101T113409_N0511_R080_T29SMD_20250101T134107,22.273181,40845070,40903528,0
S2A_MSIL2A_20250103T112451_N0511_R037_T29SMD_20250103T153945,96.608281,---,---,---
S2A_MSIL2A_20250106T113451_N0511_R080_T29SMD_20250106T154249,23.249456,---,---,---
S2B_MSIL2A_20250108T112349_N0511_R037_T29SMD_20250108T141027,99.992257,---,---,---
S2B_MSIL2A_20250111T113339_N0511_R080_T29SMD_20250111T135523,84.911644,---,---,---
S2A_MSIL2A_20250113T112431_N0511_R037_T29SMD_20250113T154556,6.870866,42255940,42427020,0
S2A_MSIL2A_20250116T113421_N0511_R080_T29SMD_20250116T152651,11.883362,31746820,41062420,23
S2B_MSIL2A_20250118T112309_N0511_R037_T29SMD_20250118T134150,0.264511,42426755,42427020,0
S2B_MSIL2A_20250121T113319_N0511_R080_T29SMD_20250121T161958,77.08351,---,---,---
S2C_MSIL2A_20250123T112421_N0511_R037_T29SMD_20250123T144512,12.826912,---,---,---
S2C_MSIL2A_20250126T113411_N0511_R080_T29SMD_20250126T150811,100,---,---,---
S2B_MSIL2A_20250128T112229_N0511_R037_T29SMD_20250128T134049,61.009276,---,---,---
S2B_MSIL2A_20250131T113319_N0511_R080_T29SMD_20250131T170258,4.427072,40825570,40825684,0
S2C_MSIL2A_20250202T112331_N0511_R037_T29SMD_20250202T150912,90.931618,---,---,---
S2C_MSIL2A_20250205T113341_N0511_R080_T29SMD_20250205T151111,0.005404,40523781,40525252,0
S2B_MSIL2A_20250207T112139_N0511_R037_T29SMD_20250207T134205,83.222991,---,---,---
S2B_MSIL2A_20250210T113319_N0511_R080_T29SMD_20250210T141217,78.221732,---,---,---
S2C_MSIL2A_20250212T112231_N0511_R037_T29SMD_20250212T153911,29.891184,17784777,42427020,58
S2C_MSIL2A_20250215T113341_N0511_R080_T29SMD_20250215T151913,95.148003,---,---,---
S2B_MSIL2A_20250217T112119_N0511_R037_T29SMD_20250217T141811,99.398148,---,---,---
S2B_MSIL2A_20250220T113319_N0511_R080_T29SMD_20250220T134321,61.277431,18441568,40510187,54
S2C_MSIL2A_20250222T112141_N0511_R037_T29SMD_20250222T153317,24.202721,18748649,42427020,56
S2C_MSIL2A_20250225T113341_N0511_R080_T29SMD_20250225T145258,57.554257,---,---,---
S2B_MSIL2A_20250227T112119_N0511_R037_T29SMD_20250227T165525,92.240757,---,---,---
S2B_MSIL2A_20250302T113319_N0511_R080_T29SMD_20250302T134730,96.834368,---,---,---
S2C_MSIL2A_20250304T112141_N0511_R037_T29SMD_20250304T151713,99.021596,---,---,---
S2C_MSIL2A_20250307T113341_N0511_R080_T29SMD_20250307T152115,98.521501,---,---,---
S2B_MSIL2A_20250309T112119_N0511_R037_T29SMD_20250309T133810,71.33252,---,---,---
S2B_MSIL2A_20250312T113319_N0511_R080_T29SMD_20250312T152656,99.999744,---,---,---
S2C_MSIL2A_20250314T112141_N0511_R037_T29SMD_20250314T151217,2.601556,38926164,42427020,8
S2C_MSIL2A_20250317T113341_N0511_R080_T29SMD_20250317T163414,95.995408,---,---,---
S2B_MSIL2A_20250319T112119_N0511_R037_T29SMD_20250319T165652,100,---,---,---
S2A_MSIL2A_20250319T113901_N0511_R080_T29SMD_20250319T160557,100,---,---,---
S2B_MSIL2A_20250322T113319_N0511_R080_T29SMD_20250322T134708,57.840449,---,---,---
S2C_MSIL2A_20250324T112141_N0511_R037_T29SMD_20250324T171506,48.429587,---,---,---
S2A_MSIL2A_20250326T112121_N0511_R037_T29SMD_20250326T154418,13.642405,28444416,42427020,33
S2C_MSIL2A_20250327T113341_N0511_R080_T29SMD_20250327T170013,70.052588,---,---,---
S2B_MSIL2A_20250329T112119_N0511_R037_T29SMD_20250329T140115,0.050507,42425578,42477616,0
S2A_MSIL2A_20250329T113331_N0511_R080_T29SMD_20250329T203214,0.019379,42425578,42477616,0
S2B_MSIL2A_20250401T113319_N0511_R080_T29SMD_20250401T134013,19.712374,---,---,---
S2C_MSIL2A_20250403T112141_N0511_R037_T29SMD_20250403T164459,99.738055,---,---,---
S2A_MSIL2A_20250405T112131_N0511_R037_T29SMD_20250405T195115,49.564189,17318868,42427020,59
S2C_MSIL2A_20250406T113341_N0511_R080_T29SMD_20250406T182716,68.93391,---,---,---
S2B_MSIL2A_20250408T112119_N0511_R037_T29SMD_20250408T140811,87.783545,40599633,43298927,6
S2A_MSIL2A_20250408T113901_N0511_R080_T29SMD_20250408T192216,86.176974,40599633,43298927,6
S2B_MSIL2A_20250411T113319_N0511_R080_T29SMD_20250411T133900,99.384797,---,---,---
S2C_MSIL2A_20250413T112131_N0511_R037_T29SMD_20250413T164713,99.384862,---,---,---
S2A_MSIL2A_20250415T112131_N0511_R037_T29SMD_20250415T194712,49.478951,---,---,---
S2C_MSIL2A_20250416T113341_N0511_R080_T29SMD_20250416T170211,99.72403,---,---,---
S2B_MSIL2A_20250418T112119_N0511_R037_T29SMD_20250418T133042,32.535553,---,---,---
S2A_MSIL2A_20250418T113331_N0511_R080_T29SMD_20250418T201159,25.108555,---,---,---
S2B_MSIL2A_20250421T113319_N0511_R080_T29SMD_20250421T133930,99.56674,---,---,---
S2C_MSIL2A_20250423T112141_N0511_R037_T29SMD_20250423T165012,4.22732,42399087,42427020,0
S2A_MSIL2A_20250425T112131_N0511_R037_T29SMD_20250425T195618,75.143176,---,---,---
S2C_MSIL2A_20250426T113341_N0511_R080_T29SMD_20250426T165413,0.830412,39877823,40314435,1
S2B_MSIL2A_20250428T112119_N0511_R037_T29SMD_20250428T133207,63.541168,40468591,56851125,29
S2A_MSIL2A_20250428T113911_N0511_R080_T29SMD_20250428T210710,71.047938,40468591,56851125,29
S2B_MSIL2A_20250501T113319_N0511_R080_T29SMD_20250501T134501,45.020056,18706206,40491138,54
S2C_MSIL2A_20250503T112131_N0511_R037_T29SMD_20250503T165214,53.197056,---,---,---
S2A_MSIL2A_20250505T112131_N0511_R037_T29SMD_20250506T030002,46.17196,---,---,---
S2C_MSIL2A_20250506T113341_N0511_R080_T29SMD_20250506T135317,15.29678,17810185,40382248,56
S2B_MSIL2A_20250508T112119_N0511_R037_T29SMD_20250508T133101,64.126545,---,---,---
S2A_MSIL2A_20250508T113331_N0511_R080_T29SMD_20250508T163512,57.59204,---,---,---
S2B_MSIL2A_20250511T113319_N0511_R080_T29SMD_20250511T134055,13.146342,24204675,40487313,40
S2C_MSIL2A_20250513T112131_N0511_R037_T29SMD_20250513T135636,15.161315,24561172,42427020,42
S2A_MSIL2A_20250515T112131_N0511_R037_T29SMD_20250515T163418,16.128339,28331927,42427020,33
S2C_MSIL2A_20250516T113331_N0511_R080_T29SMD_20250516T140713,17.465815,37709691,40901684,8
S2B_MSIL2A_20250518T112119_N0511_R037_T29SMD_20250518T133728,96.642697,---,---,---
S2A_MSIL2A_20250518T113911_N0511_R080_T29SMD_20250518T161000,80.073023,---,---,---
S2B_MSIL2A_20250521T113319_N0511_R080_T29SMD_20250521T134011,44.362035,---,---,---
S2C_MSIL2A_20250523T112131_N0511_R037_T29SMD_20250523T134256,1.667456,42290782,42427020,0
S2A_MSIL2A_20250525T112131_N0511_R037_T29SMD_20250525T173322,53.181034,36853646,42427020,13
S2C_MSIL2A_20250526T113341_N0511_R080_T29SMD_20250526T183113,44.65138,17896004,40588776,56
S2B_MSIL2A_20250528T112119_N0511_R037_T29SMD_20250528T133511,0.900704,41379739,42852441,3
S2A_MSIL2A_20250528T113341_N0511_R080_T29SMD_20250528T163134,0.562167,41379739,42852441,3
S2B_MSIL2A_20250531T113319_N0511_R080_T29SMD_20250531T134711,70.925623,36821971,40753124,10
S2C_MSIL2A_20250602T112131_N0511_R037_T29SMD_20250602T152212,70.023638,---,---,---
S2A_MSIL2A_20250604T112131_N0511_R037_T29SMD_20250604T162818,79.854357,---,---,---
S2C_MSIL2A_20250605T113341_N0511_R080_T29SMD_20250605T151802,26.673433,32663355,40514500,19
S2B_MSIL2A_20250607T112109_N0511_R037_T29SMD_20250607T133245,0.034927,42419955,42535058,0
S2A_MSIL2A_20250607T113911_N0511_R080_T29SMD_20250607T160217,0.689272,42419955,42535058,0
S2B_MSIL2A_20250610T113319_N0511_R080_T29SMD_20250610T134823,45.661023,---,---,---
S2C_MSIL2A_20250612T112131_N0511_R037_T29SMD_20250612T150504,51.04574,---,---,---
S2A_MSIL2A_20250614T112131_N0511_R037_T29SMD_20250614T161201,59.47873,24058335,42427020,43
S2C_MSIL2A_20250615T113341_N0511_R080_T29SMD_20250615T134503,0.497583,40588421,40722712,0
S2B_MSIL2A_20250617T112109_N0511_R037_T29SMD_20250617T133829,1.546272,42427020,42428090,0
S2A_MSIL2A_20250617T113331_N0511_R080_T29SMD_20250617T163516,15.165524,42427020,42428090,0
S2B_MSIL2A_20250620T113319_N0511_R080_T29SMD_20250620T152428,1.068458,37639855,40956396,8
S2C_MSIL2A_20250622T112131_N0511_R037_T29SMD_20250622T135816,72.147655,---,---,---
S2A_MSIL2A_20250624T112131_N0511_R037_T29SMD_20250624T162916,52.059299,17967728,42427020,58
S2C_MSIL2A_20250625T113341_N0511_R080_T29SMD_20250625T165206,78.192383,---,---,---
S2B_MSIL2A_20250627T112119_N0511_R037_T29SMD_20250627T133415,48.295587,38200243,43178373,12
S2A_MSIL2A_20250627T113911_N0511_R080_T29SMD_20250627T160814,53.251034,38200243,43178373,12
S2B_MSIL2A_20250630T113319_N0511_R080_T29SMD_20250630T134600,63.815141,37954056,40754968,7
S2C_MSIL2A_20250702T112141_N0511_R037_T29SMD_20250702T162819,58.727324,19090240,42427020,55
S2A_MSIL2A_20250704T112131_N0511_R037_T29SMD_20250704T162920,20.890631,36137188,42427020,15
S2C_MSIL2A_20250705T113341_N0511_R080_T29SMD_20250705T163315,84.962583,---,---,---
S2B_MSIL2A_20250707T112119_N0511_R037_T29SMD_20250707T133709,6.230193,36918438,46537442,21
S2A_MSIL2A_20250707T113341_N0511_R080_T29SMD_20250707T164623,2.821392,36918438,46537442,21
S2B_MSIL2A_20250710T113319_N0511_R080_T29SMD_20250710T135029,99.581456,---,---,---
S2C_MSIL2A_20250712T112141_N0511_R037_T29SMD_20250712T161905,50.323814,---,---,---
S2A_MSIL2A_20250714T112131_N0511_R037_T29SMD_20250714T162515,14.404933,42390601,42427020,0
S2C_MSIL2A_20250715T113341_N0511_R080_T29SMD_20250715T165315,0.123287,40250884,40250884,0
S2B_MSIL2A_20250717T112119_N0511_R037_T29SMD_20250717T134832,38.712275,33739293,60062044,44
S2A_MSIL2A_20250717T113911_N0511_R080_T29SMD_20250717T160616,37.857959,33739293,60062044,44
S2B_MSIL2A_20250720T113319_N0511_R080_T29SMD_20250720T134101,18.38112,20516650,40846216,50
S2C_MSIL2A_20250722T112141_N0511_R037_T29SMD_20250722T145513,19.759902,37012191,42427020,13
S2A_MSIL2A_20250724T112131_N0511_R037_T29SMD_20250724T161713,0.037239,42426894,42427020,0
S2C_MSIL2A_20250725T113341_N0511_R080_T29SMD_20250725T164615,0.194854,40347232,40347232,0
S2B_MSIL2A_20250727T112119_N0511_R037_T29SMD_20250727T133352,0.032527,42427020,42427020,0
S2A_MSIL2A_20250727T113341_N0511_R080_T29SMD_20250727T164014,0.09115,42427020,42427020,0
S2B_MSIL2A_20250730T113319_N0511_R080_T29SMD_20250730T135754,0.073842,41131340,41131340,0
S2C_MSIL2A_20250801T112131_N0511_R037_T29SMD_20250801T154406,0.021389,42417272,42427020,0
S2A_MSIL2A_20250803T112131_N0511_R037_T29SMD_20250803T162115,0.150336,40838233,42427020,4
S2C_MSIL2A_20250804T113341_N0511_R080_T29SMD_20250804T151357,0.804105,40620850,40645668,0
S2B_MSIL2A_20250806T112119_N0511_R037_T29SMD_20250806T140603,56.471002,36965379,43271252,15
S2A_MSIL2A_20250806T113911_N0511_R080_T29SMD_20250806T155115,69.116116,36965379,43271252,15
S2B_MSIL2A_20250809T113319_N0511_R080_T29SMD_20250809T122256,26.743317,36947889,40920124,10
S2C_MSIL2A_20250811T112131_N0511_R037_T29SMD_20250811T152216,1.798343,42274735,42427020,0
S2A_MSIL2A_20250813T112131_N0511_R037_T29SMD_20250813T160722,17.76645,35646725,42427020,16
S2C_MSIL2A_20250814T113341_N0511_R080_T29SMD_20250814T165614,8.436227,37267075,40624308,8
S2B_MSIL2A_20250816T112119_N0511_R037_T29SMD_20250816T122832,20.059194,38096711,51919156,27
S2A_MSIL2A_20250816T113331_N0511_R080_T29SMD_20250816T163615,9.60665,38096711,51919156,27
S2B_MSIL2A_20250819T113319_N0511_R080_T29SMD_20250819T134015,12.193504,27064834,40764056,34
S2C_MSIL2A_20250821T112131_N0511_R037_T29SMD_20250821T150517,2.465983,40461092,42427020,5
S2A_MSIL2A_20250823T112131_N0511_R037_T29SMD_20250823T162957,55.189687,31811615,42427020,25
S2C_MSIL2A_20250824T113341_N0511_R080_T29SMD_20250824T151212,16.39289,33774305,40586307,17
S2B_MSIL2A_20250826T112119_N0511_R037_T29SMD_20250826T133202,2.342714,41337049,45313195,9
S2A_MSIL2A_20250826T113911_N0511_R080_T29SMD_20250826T160612,9.365703,41337049,45313195,9
S2B_MSIL2A_20250829T113319_N0511_R080_T29SMD_20250829T134946,20.929573,---,---,---
S2C_MSIL2A_20250831T112131_N0511_R037_T29SMD_20250831T154413,92.34708,---,---,---
S2A_MSIL2A_20250902T112131_N0511_R037_T29SMD_20250902T161719,57.47999,---,---,---
S2C_MSIL2A_20250903T113341_N0511_R080_T29SMD_20250903T164316,34.270328,22330681,40496929,45
S2B_MSIL2A_20250905T112109_N0511_R037_T29SMD_20250905T133452,62.238389,28998634,50285242,42
S2A_MSIL2A_20250905T113331_N0511_R080_T29SMD_20250905T151905,68.413597,28998634,50285242,42
S2B_MSIL2A_20250908T113319_N0511_R080_T29SMD_20250908T134405,18.841159,34222599,40915513,16
S2C_MSIL2A_20250910T112131_N0511_R037_T29SMD_20250910T164013,83.301222,---,---,---
S2A_MSIL2A_20250912T112131_N0511_R037_T29SMD_20250912T164010,44.441214,29184906,42427020,31
S2C_MSIL2A_20250913T113331_N0511_R080_T29SMD_20250913T182413,81.750172,39269396,40770364,4
S2B_MSIL2A_20250915T112109_N0511_R037_T29SMD_20250915T140014,8.927558,40724445,43500254,6
S2A_MSIL2A_20250915T113901_N0511_R080_T29SMD_20250915T161013,7.688206,40724445,43500254,6
S2B_MSIL2A_20250918T113319_N0511_R080_T29SMD_20250918T152659,81.131238,---,---,---
S2C_MSIL2A_20250920T112131_N0511_R037_T29SMD_20250920T163414,88.794124,---,---,---
S2A_MSIL2A_20250922T112131_N0511_R037_T29SMD_20250922T160420,0.043102,42426890,42427020,0
S2C_MSIL2A_20250923T113331_N0511_R080_T29SMD_20250923T163314,3.859335,40738720,40738720,0
S2B_MSIL2A_20250925T112109_N0511_R037_T29SMD_20250925T151904,0.004045,42426611,42428504,0
S2A_MSIL2A_20250925T113331_N0511_R080_T29SMD_20250925T153214,0.003645,42426611,42428504,0
S2B_MSIL2A_20250928T113319_N0511_R080_T29SMD_20250928T153627,75.775176,---,---,---
S2C_MSIL2A_20250930T112131_N0511_R037_T29SMD_20250930T150514,15.372118,39228543,42427020,8
S2A_MSIL2A_20251002T112131_N0511_R037_T29SMD_20251002T152717,65.926647,25928819,42427020,39
S2C_MSIL2A_20251003T113331_N0511_R080_T29SMD_20251003T150705,54.855943,33891856,40540015,16
S2B_MSIL2A_20251005T112109_N0511_R037_T29SMD_20251005T140221,23.759915,32002044,45871047,30
S2A_MSIL2A_20251005T113331_N0511_R080_T29SMD_20251005T163518,13.970613,32002044,45871047,30
S2B_MSIL2A_20251008T113319_N0511_R080_T29SMD_20251008T135747,69.7209,---,---,---
S2C_MSIL2A_20251010T112131_N0511_R037_T29SMD_20251010T151313,0.001963,42426891,42427020,0
S2A_MSIL2A_20251012T112131_N0511_R037_T29SMD_20251012T152415,85.421282,---,---,---
S2C_MSIL2A_20251013T113331_N0511_R080_T29SMD_20251013T145219,2.054748,39169376,40826244,4
S2B_MSIL2A_20251015T112109_N0511_R037_T29SMD_20251015T140135,55.040157,35667859,59483779,40
S2A_MSIL2A_20251015T113901_N0511_R080_T29SMD_20251015T160616,51.986676,35667859,59483779,40
S2B_MSIL2A_20251018T113319_N0511_R080_T29SMD_20251018T135623,44.645965,---,---,---
S2C_MSIL2A_20251020T112131_N0511_R037_T29SMD_20251020T151811,26.893327,18539892,42427020,56
S2A_MSIL2A_20251022T112141_N0511_R037_T29SMD_20251022T152412,94.317394,---,---,---
S2C_MSIL2A_20251023T113331_N0511_R080_T29SMD_20251023T150927,47.14109,---,---,---
S2B_MSIL2A_20251025T112109_N0511_R037_T29SMD_20251025T135824,97.473001,---,---,---
S2A_MSIL2A_20251025T113331_N0511_R080_T29SMD_20251025T153013,97.933269,---,---,---
S2B_MSIL2A_20251028T113319_N0511_R080_T29SMD_20251028T122149,99.479449,---,---,---
S2C_MSIL2A_20251030T112221_N0511_R037_T29SMD_20251030T143021,99.486721,---,---,---
S2A_MSIL2A_20251101T112241_N0511_R037_T29SMD_20251101T154518,70.472449,---,---,---
S2C_MSIL2A_20251102T113331_N0511_R080_T29SMD_20251103T141358,51.741815,16443677,40427677,59
S2B_MSIL2A_20251104T112139_N0511_R037_T29SMD_20251104T134759,99.676061,---,---,---
S2A_MSIL2A_20251104T113911_N0511_R080_T29SMD_20251104T150011,99.394804,---,---,---
S2B_MSIL2A_20251107T113319_N0511_R080_T29SMD_20251107T122118,77.067703,---,---,---
S2C_MSIL2A_20251109T112321_N0511_R037_T29SMD_20251109T130709,79.856569,---,---,---
S2A_MSIL2A_20251111T112331_N0511_R037_T29SMD_20251111T152412,71.868652,---,---,---
S2C_MSIL2A_20251112T113331_N0511_R080_T29SMD_20251112T131315,99.996537,---,---,---
S2B_MSIL2A_20251114T112229_N0511_R037_T29SMD_20251114T133809,99.999875,---,---,---
S2A_MSIL2A_20251114T113351_N0511_R080_T29SMD_20251114T153218,99.718952,---,---,---
S2B_MSIL2A_20251117T113319_N0511_R080_T29SMD_20251117T134850,50.559074,---,---,---
S2C_MSIL2A_20251119T112401_N0511_R037_T29SMD_20251119T130912,99.993032,---,---,---
S2A_MSIL2A_20251121T112421_N0511_R037_T29SMD_20251121T151713,1.233363,42370478,42427020,0
S2C_MSIL2A_20251122T113421_N0511_R080_T29SMD_20251122T131415,54.947782,30341969,40351190,25
S2B_MSIL2A_20251124T112309_N0511_R037_T29SMD_20251124T133211,99.836415,---,---,---
S2A_MSIL2A_20251124T113911_N0511_R080_T29SMD_20251124T131417,99.982363,---,---,---
S2B_MSIL2A_20251127T113319_N0511_R080_T29SMD_20251127T121241,8.069204,40956052,41185012,1
S2C_MSIL2A_20251129T112431_N0511_R037_T29SMD_20251129T144118,49.336317,---,---,---
S2A_MSIL2A_20251201T112451_N0511_R037_T29SMD_20251201T151311,83.001035,34223724,42427020,19
S2C_MSIL2A_20251202T113451_N0511_R080_T29SMD_20251202T131608,28.168651,16263090,40340399,60
S2B_MSIL2A_20251204T112339_N0511_R037_T29SMD_20251204T133501,100,---,---,---
S2A_MSIL2A_20251204T113501_N0511_R080_T29SMD_20251204T151609,100,---,---,---
S2B_MSIL2A_20251207T113359_N0511_R080_T29SMD_20251207T121527,68.244529,---,---,---
S2C_MSIL2A_20251209T112501_N0511_R037_T29SMD_20251209T125811,99.9919,---,---,---
S2A_MSIL2A_20251211T112511_N0511_R037_T29SMD_20251211T151014,96.964496,---,---,---
S2C_MSIL2A_20251212T113511_N0511_R080_T29SMD_20251212T132108,100,---,---,---
S2B_MSIL2A_20251214T112359_N0511_R037_T29SMD_20251214T121801,0.003719,42425144,42429376,0
S2A_MSIL2A_20251214T113911_N0511_R080_T29SMD_20251214T155707,0.00431,42425144,42429376,0
S2B_MSIL2A_20251217T113409_N0511_R080_T29SMD_20251217T133823,96.066141,---,---,---
S2C_MSIL2A_20251219T112511_N0511_R037_T29SMD_20251219T131015,52.788091,---,---,---
S2A_MSIL2A_20251221T112521_N0511_R037_T29SMD_20251221T151311,47.898611,---,---,---
S2B_MSIL2A_20251224T112409_N0511_R037_T29SMD_20251224T135953,24.773483,26545765,52135683,49
S2A_MSIL2A_20251224T113531_N0511_R080_T29SMD_20251224T152212,20.605199,26545765,52135683,49
S2B_MSIL2A_20251227T113409_N0511_R080_T29SMD_20251227T135332,96.561831,---,---,---
S2C_MSIL2A_20251229T112511_N0511_R037_T29SMD_20251229T125809,0.003474,42426885,42427020,0
S2A_MSIL2A_20251231T112521_N0511_R037_T29SMD_20251231T151711,6.867059,34885039,42427020,18
S2C_MSIL2A_20260101T113511_N0511_R080_T29SMD_20260101T131911,100,---,---,---
S2B_MSIL2A_20260103T112359_N0511_R037_T29SMD_20260103T135832,90.772218,---,---,---
S2A_MSIL2A_20260103T113911_N0511_R080_T29SMD_20260103T160012,92.971039,---,---,---
S2B_MSIL2A_20260106T113349_N0511_R080_T29SMD_20260106T151921,6.170071,37861455,40944028,8
S2C_MSIL2A_20260108T112451_N0511_R037_T29SMD_20260108T130311,92.215341,---,---,---
S2A_MSIL2A_20260110T112131_N0511_R037_T29SMD_20260110T163011,96.939862,---,---,---
S2C_MSIL2A_20260111T113441_N0511_R080_T29SMD_20260111T131718,48.765442,---,---,---
S2B_MSIL2A_20260113T112329_N0511_R037_T29SMD_20260113T135747,77.936935,---,---,---
S2B_MSIL2A_20260116T113329_N0511_R080_T29SMD_20260116T152358,96.603161,---,---,---
S2C_MSIL2A_20260118T112411_N0511_R037_T29SMD_20260118T130309,2.005707,41873909,42427020,1
S2C_MSIL2A_20260121T113401_N0511_R080_T29SMD_20260121T131510,99.30895,---,---,---
S2B_MSIL2A_20260123T112249_N0511_R037_T29SMD_20260123T135020,88.817799,---,---,---
S2B_MSIL2A_20260126T113309_N0511_R080_T29SMD_20260126T154848,100,---,---,---
S2C_MSIL2A_20260128T112321_N0511_R037_T29SMD_20260128T151411,75.675011,---,---,---
S2C_MSIL2A_20260131T113321_N0511_R080_T29SMD_20260131T152409,51.634067,---,---,---
S2B_MSIL2A_20260202T112159_N0511_R037_T29SMD_20260202T151511,56.493616,21024748,47558414,56
S2A_MSIL2A_20260202T113001_N0511_R037_T29SMD_20260202T154112,56.982028,21024748,47558414,56
S2B_MSIL2A_20260205T113309_N0512_R080_T29SMD_20260205T165733,44.080809,---,---,---
S2A_MSIL2A_20260205T114051_N0512_R080_T29SMD_20260205T140909,55.958837,---,---,---
S2C_MSIL2A_20260207T112231_N0512_R037_T29SMD_20260207T151215,41.927147,---,---,---
S2C_MSIL2A_20260210T113321_N0512_R080_T29SMD_20260210T150512,99.951226,---,---,---
S2B_MSIL2A_20260212T112109_N0512_R037_T29SMD_20260212T151217,57.43854,---,---,---
S2A_MSIL2A_20260212T113001_N0512_R037_T29SMD_20260212T155211,57.112038,---,---,---
S2B_MSIL2A_20260215T113309_N0512_R080_T29SMD_20260215T170059,96.012348,---,---,---
S2A_MSIL2A_20260215T114051_N0512_R080_T29SMD_20260215T141510,91.162044,---,---,---
S2C_MSIL2A_20260217T112131_N0512_R037_T29SMD_20260217T150410,97.214609,---,---,---
S2C_MSIL2A_20260220T113321_N0512_R080_T29SMD_20260220T144811,2.475812,40492858,40507628,0
S2B_MSIL2A_20260222T112109_N0512_R037_T29SMD_20260222T165721,0.007105,42425757,42427472,0
S2A_MSIL2A_20260222T113001_N0512_R037_T29SMD_20260222T155510,0.006527,42425757,42427472,0
S2B_MSIL2A_20260225T113319_N0512_R080_T29SMD_20260225T170122,47.775933,---,---,---
S2A_MSIL2A_20260225T114151_N0512_R080_T29SMD_20260225T140907,32.293668,---,---,---
S2C_MSIL2A_20260227T112111_N0512_R037_T29SMD_20260227T150215,99.74708,---,---,---
S2C_MSIL2A_20260302T113321_N0512_R080_T29SMD_20260302T150909,99.995148,---,---,---
S2B_MSIL2A_20260304T112109_N0512_R037_T29SMD_20260304T165437,6.812417,40627751,42427020,4
S2B_MSIL2A_20260307T113319_N0512_R080_T29SMD_20260307T151734,7.091781,35262618,40555676,13
S2C_MSIL2A_20260309T112111_N0512_R037_T29SMD_20260309T160918,93.418759,---,---,---
S2A_MSIL2A_20260311T112131_N0512_R037_T29SMD_20260311T201411,---,37877658,42427020,11
S2C_MSIL2A_20260312T113321_N0512_R080_T29SMD_20260312T170311,37.744209,28390669,40511987,30
S2B_MSIL2A_20260314T112109_N0512_R037_T29SMD_20260314T155638,100,---,---,---
S2A_MSIL2A_20260314T113911_N0512_R080_T29SMD_20260314T173509,99.999344,---,---,---
S2B_MSIL2A_20260317T113319_N0512_R080_T29SMD_20260317T141133,44.85465,33908629,40763819,17
S2C_MSIL2A_20260319T112121_N0512_R037_T29SMD_20260319T164912,100,---,---,---
S2A_MSIL2A_20260321T112131_N0512_R037_T29SMD_20260321T200016,69.987631,---,---,---
S2C_MSIL2A_20260322T113321_N0512_R080_T29SMD_20260322T183910,33.800325,---,---,---
S2B_MSIL2A_20260324T112109_N0512_R037_T29SMD_20260324T154014,0.003169,42425460,42427953,0
